sku,date,actual,pred_p50,pred_aq,pred_log,pred_combo,acc_p50,acc_aq,acc_log,acc_combo,cv,chosen_q,is_promo
H0008,2025-10-13,93,133.2,125.7,129.2,127.5,56.8,64.8,61.1,63.0,1.29,0.4,0
H0008,2025-10-14,121,122.7,115.5,118.3,116.9,98.6,95.4,97.7,96.6,1.29,0.4,0
H0008,2025-10-15,121,125.9,118.6,121.2,119.9,95.9,98.0,99.9,99.1,1.29,0.4,0
H0008,2025-10-16,140,119.3,112.9,116.8,114.9,85.2,80.7,83.4,82.0,1.29,0.4,0
H0008,2025-10-17,113,123.4,117.8,130.6,124.2,90.8,95.8,84.5,90.1,1.29,0.4,0
H0008,2025-10-18,132,119.3,114.3,125.2,119.8,90.4,86.6,94.9,90.7,1.29,0.4,0
H0008,2025-10-19,255,138.3,131.8,147.6,139.7,54.2,51.7,57.9,54.8,1.29,0.4,0
H0008,2025-10-20,175,122.5,117.6,128.8,123.2,70.0,67.2,73.6,70.4,1.29,0.4,0
H0008,2025-10-21,164,113.4,108.8,113.5,111.1,69.1,66.3,69.2,67.8,1.29,0.4,0
H0008,2025-10-22,128,112.9,108.6,114.7,111.6,88.2,84.9,89.6,87.2,1.29,0.4,0
H0008,2025-10-23,104,115.3,111.0,116.6,113.8,89.1,93.3,87.9,90.6,1.29,0.4,0
H0008,2025-10-24,138,121.4,116.6,125.8,121.2,88.0,84.5,91.2,87.8,1.29,0.4,0
H0008,2025-10-25,181,126.4,121.2,132.2,126.7,69.8,67.0,73.1,70.0,1.29,0.4,0
H0008,2025-10-26,191,143.5,136.9,154.6,145.7,75.1,71.7,80.9,76.3,1.29,0.4,0
H0008,2025-10-27,132,119.8,115.2,125.3,120.3,90.8,87.3,94.9,91.1,1.29,0.4,0
H0008,2025-10-28,107,115.1,110.7,118.4,114.5,92.4,96.5,89.4,93.0,1.29,0.4,0
H0008,2025-10-29,149,116.8,112.1,122.4,117.2,78.4,75.3,82.1,78.7,1.29,0.4,0
H0008,2025-10-30,140,124.4,119.4,130.9,125.2,88.8,85.3,93.5,89.4,1.29,0.4,0
H0008,2025-10-31,137,120.9,116.1,128.0,122.1,88.2,84.7,93.5,89.1,1.29,0.4,0
H0008,2025-11-01,153,135.7,129.2,144.9,137.1,88.7,84.5,94.7,89.6,1.29,0.4,0
H0008,2025-11-02,171,148.9,141.5,159.4,150.4,87.1,82.7,93.2,88.0,1.29,0.4,0
H0008,2025-11-03,126,127.6,122.3,134.5,128.4,98.8,97.0,93.3,98.1,1.29,0.4,0
H0008,2025-11-04,122,120.3,115.1,122.8,119.0,98.6,94.3,99.3,97.5,1.29,0.4,0
H0008,2025-11-05,117,122.7,117.6,124.6,121.1,95.1,99.5,93.5,96.5,1.29,0.4,0
H0008,2025-11-06,123,126.5,120.7,130.0,125.3,97.2,98.1,94.3,98.1,1.29,0.4,0
H0008,2025-11-07,132,134.6,128.4,142.1,135.3,98.0,97.3,92.3,97.5,1.29,0.4,0
H0008,2025-11-08,149,132.4,126.6,143.5,135.1,88.9,85.0,96.3,90.7,1.29,0.4,0
H0008,2025-11-09,148,154.3,146.6,166.2,156.4,95.7,99.1,87.7,94.3,1.29,0.4,0
H0008,2025-11-10,117,131.5,125.6,138.9,132.2,87.6,92.7,81.3,87.0,1.29,0.4,0
H0008,2025-11-11,127,122.5,117.0,126.8,121.9,96.5,92.1,99.9,96.0,1.29,0.4,0
H0008,2025-11-12,98,120.9,115.7,123.7,119.7,76.6,81.9,73.7,77.8,1.29,0.4,0
H0008,2025-11-13,120,124.2,118.9,128.4,123.7,96.5,99.1,93.0,97.0,1.29,0.4,0
H0008,2025-11-14,130,130.0,124.7,136.1,130.4,100.0,95.9,95.3,99.7,1.29,0.4,0
H0008,2025-11-15,134,153.8,146.4,164.3,155.3,85.2,90.7,77.4,84.1,1.29,0.4,0
H0008,2025-11-16,148,167.4,158.4,183.2,170.8,86.9,93.0,76.2,84.6,1.29,0.4,0
H0008,2025-11-17,114,143.0,135.8,150.5,143.1,74.6,80.9,68.0,74.4,1.29,0.4,0
H0008,2025-11-18,127,161.6,150.1,157.8,154.0,72.8,81.8,75.7,78.8,1.29,0.4,0
H0008,2025-11-19,111,172.6,159.8,172.5,166.2,44.5,56.0,44.6,50.3,1.29,0.4,0
H0008,2025-11-20,1755,1021.1,936.0,1851.4,1393.7,58.2,53.3,94.5,79.4,1.29,0.4,0
H0008,2025-11-21,960,1040.9,941.9,1829.2,1385.6,91.6,98.1,9.5,55.7,1.29,0.4,0
H0008,2025-11-22,872,1392.5,1274.6,7584.6,4429.6,40.3,53.8,0.0,0.0,1.29,0.4,1
H0008,2025-11-23,980,1538.6,1430.2,11370.4,6400.3,43.0,54.1,0.0,0.0,1.29,0.4,1
H0008,2025-11-24,839,1244.1,1129.7,5289.8,3209.8,51.7,65.3,0.0,0.0,1.29,0.4,1
H0008,2025-11-25,667,1183.6,1070.3,4595.1,2832.7,22.5,39.5,0.0,0.0,1.29,0.4,1
H0008,2025-11-26,759,1240.8,1132.2,5472.8,3302.5,36.5,50.8,0.0,0.0,1.29,0.4,1
H0008,2025-11-27,886,1476.8,1378.4,9563.8,5471.1,33.3,44.4,0.0,0.0,1.29,0.4,1
H0008,2025-11-28,2374,2628.4,2504.3,165732.4,84118.4,89.3,94.5,0.0,0.0,1.29,0.4,2
H0008,2025-11-29,1024,1141.8,1046.9,4172.7,2609.8,88.5,97.8,0.0,0.0,1.29,0.4,1
H0012,2025-10-01,91,86.1,86.1,86.1,86.1,94.6,94.6,94.6,94.6,0.97,0.5,0
H0012,2025-10-02,108,97.7,97.7,90.7,94.9,90.5,90.5,83.9,87.9,0.97,0.5,0
H0012,2025-10-03,98,90.7,90.7,90.5,90.6,92.6,92.6,92.3,92.5,0.97,0.5,0
H0012,2025-10-04,106,109.8,109.8,99.3,105.6,96.4,96.4,93.7,99.7,0.97,0.5,0
H0012,2025-10-05,100,129.5,129.5,105.9,120.1,70.5,70.5,94.1,79.9,0.97,0.5,0
H0012,2025-10-06,92,143.4,143.4,110.8,130.3,44.2,44.2,79.5,58.3,0.97,0.5,0
H0012,2025-10-07,380,150.1,150.1,112.5,135.1,39.5,39.5,29.6,35.5,0.97,0.5,0
H0012,2025-10-08,394,131.8,131.8,108.0,122.3,33.4,33.4,27.4,31.0,0.97,0.5,0
H0012,2025-10-09,80,98.7,98.7,97.8,98.3,76.6,76.6,77.7,77.1,0.97,0.5,0
H0012,2025-10-10,118,102.0,102.0,98.1,100.4,86.5,86.5,83.1,85.1,0.97,0.5,0
H0012,2025-10-11,101,103.8,103.8,100.2,102.3,97.3,97.3,99.2,98.7,0.97,0.5,0
H0012,2025-10-12,105,114.7,114.7,103.7,110.3,90.8,90.8,98.7,95.0,0.97,0.5,0
H0012,2025-10-13,106,104.4,104.4,100.8,102.9,98.5,98.5,95.1,97.1,0.97,0.5,0
H0012,2025-10-14,91,104.8,104.8,99.5,102.7,84.8,84.8,90.6,87.1,0.97,0.5,0
H0012,2025-10-15,116,108.1,108.1,100.1,104.9,93.2,93.2,86.3,90.4,0.97,0.5,0
H0012,2025-10-16,111,102.5,102.5,98.8,101.0,92.4,92.4,89.0,91.0,0.97,0.5,0
H0012,2025-10-17,112,98.4,98.4,96.5,97.7,87.9,87.9,86.2,87.2,0.97,0.5,0
H0012,2025-10-18,137,109.8,109.8,101.5,106.4,80.1,80.1,74.1,77.7,0.97,0.5,0
H0012,2025-10-19,145,119.4,119.4,105.3,113.8,82.3,82.3,72.6,78.5,0.97,0.5,0
H0012,2025-10-20,92,97.7,97.7,96.6,97.3,93.8,93.8,95.0,94.3,0.97,0.5,0
H0012,2025-10-21,120,93.3,93.3,94.9,94.0,77.8,77.8,79.1,78.3,0.97,0.5,0
H0012,2025-10-22,120,101.1,101.1,97.7,99.7,84.2,84.2,81.4,83.1,0.97,0.5,0
H0012,2025-10-23,117,99.5,99.5,96.3,98.2,85.0,85.0,82.3,83.9,0.97,0.5,0
H0012,2025-10-24,99,106.0,106.0,100.3,103.7,93.0,93.0,98.7,95.3,0.97,0.5,0
H0012,2025-10-25,117,103.8,103.8,99.4,102.1,88.8,88.8,84.9,87.2,0.97,0.5,0
H0012,2025-10-26,106,124.0,124.0,108.0,117.6,83.1,83.1,98.1,89.1,0.97,0.5,0
H0012,2025-10-27,117,106.9,106.9,101.3,104.7,91.4,91.4,86.6,89.5,0.97,0.5,0
H0012,2025-10-28,112,104.3,104.3,100.3,102.7,93.1,93.1,89.5,91.7,0.97,0.5,0
H0012,2025-10-29,94,104.5,104.5,99.3,102.4,88.8,88.8,94.4,91.0,0.97,0.5,0
H0012,2025-10-30,95,106.6,106.6,102.2,104.9,87.8,87.8,92.4,89.6,0.97,0.5,0
H0012,2025-10-31,119,113.5,113.5,105.9,110.4,95.4,95.4,89.0,92.8,0.97,0.5,0
H0012,2025-11-01,125,109.2,109.2,102.4,106.5,87.4,87.4,81.9,85.2,0.97,0.5,0
H0012,2025-11-02,118,117.3,117.3,106.6,113.0,99.4,99.4,90.3,95.8,0.97,0.5,0
H0012,2025-11-03,110,110.4,110.4,104.1,107.9,99.6,99.6,94.6,98.1,0.97,0.5,0
H0012,2025-11-04,93,98.1,98.1,100.7,99.1,94.5,94.5,91.7,93.4,0.97,0.5,0
H0012,2025-11-05,131,102.5,102.5,102.5,102.5,78.3,78.3,78.2,78.3,0.97,0.5,0
H0012,2025-11-06,136,132.3,132.3,110.2,123.4,97.3,97.3,81.0,90.8,0.97,0.5,0
H0012,2025-11-07,127,115.3,115.3,106.3,111.7,90.8,90.8,83.7,88.0,0.97,0.5,0
H0012,2025-11-08,136,108.2,108.2,104.7,106.8,79.6,79.6,76.9,78.5,0.97,0.5,0
H0012,2025-11-09,134,122.9,122.9,110.4,117.9,91.7,91.7,82.4,88.0,0.97,0.5,0
H0012,2025-11-10,116,113.8,113.8,108.5,111.7,98.1,98.1,93.6,96.3,0.97,0.5,0
H0012,2025-11-11,92,114.9,114.9,109.6,112.8,75.2,75.2,80.9,77.4,0.97,0.5,0
H0012,2025-11-12,117,124.3,124.3,112.5,119.6,93.7,93.7,96.2,97.8,0.97,0.5,0
H0012,2025-11-13,122,113.1,113.1,108.6,111.3,92.7,92.7,89.0,91.2,0.97,0.5,0
H0012,2025-11-14,117,112.6,112.6,107.9,110.7,96.2,96.2,92.2,94.6,0.97,0.5,0
H0012,2025-11-15,133,118.2,118.2,112.1,115.7,88.9,88.9,84.3,87.0,0.97,0.5,0
H0012,2025-11-16,111,145.5,145.5,119.8,135.2,68.9,68.9,92.1,78.2,0.97,0.5,0
H0012,2025-11-17,85,129.8,129.8,114.2,123.6,47.3,47.3,65.6,54.6,0.97,0.5,0
H0012,2025-11-18,110,110.5,110.5,112.9,111.4,99.6,99.6,97.3,98.7,0.97,0.5,0
H0012,2025-11-19,107,102.9,102.9,108.1,105.0,96.1,96.1,99.0,98.1,0.97,0.5,0
H0012,2025-11-20,327,140.7,140.7,146.5,143.1,43.0,43.0,44.8,43.7,0.97,0.5,0
H0012,2025-11-21,265,180.2,180.2,179.4,179.9,68.0,68.0,67.7,67.9,0.97,0.5,0
H0012,2025-11-22,272,239.1,239.1,252.3,244.4,87.9,87.9,92.8,89.8,0.97,0.5,1
H0012,2025-11-23,269,377.7,377.7,365.0,372.6,59.6,59.6,64.3,61.5,0.97,0.5,1
H0012,2025-11-24,229,346.7,346.7,337.1,342.9,48.6,48.6,52.8,50.3,0.97,0.5,1
H0012,2025-11-25,239,300.6,300.6,284.2,294.1,74.2,74.2,81.1,77.0,0.97,0.5,1
H0012,2025-11-26,189,232.4,232.4,240.2,235.5,77.0,77.0,72.9,75.4,0.97,0.5,1
H0012,2025-11-27,218,292.2,292.2,304.8,297.2,66.0,66.0,60.2,63.7,0.97,0.5,1
H0012,2025-11-28,546,363.9,363.9,367.0,365.1,66.7,66.7,67.2,66.9,0.97,0.5,2
H0012,2025-11-29,310,250.9,250.9,248.1,249.8,80.9,80.9,80.0,80.6,0.97,0.5,1
H0013,2025-10-01,97,92.4,92.4,88.0,91.1,95.3,95.3,90.7,93.9,0.47,0.5,0
H0013,2025-10-02,118,94.6,94.6,94.4,94.5,80.2,80.2,80.0,80.1,0.47,0.5,0
H0013,2025-10-03,82,88.5,88.5,85.4,87.6,92.0,92.0,95.9,93.2,0.47,0.5,0
H0013,2025-10-04,90,92.8,92.8,89.9,91.9,96.9,96.9,99.9,97.8,0.47,0.5,0
H0013,2025-10-05,96,103.0,103.0,98.9,101.8,92.7,92.7,97.0,94.0,0.47,0.5,0
H0013,2025-10-06,123,86.7,86.7,81.4,85.1,70.5,70.5,66.2,69.2,0.47,0.5,0
H0013,2025-10-07,268,293.9,293.9,266.6,285.7,90.3,90.3,99.5,93.4,0.47,0.5,0
H0013,2025-10-08,277,450.9,450.9,620.2,501.7,37.2,37.2,0.0,18.9,0.47,0.5,0
H0013,2025-10-09,101,86.3,86.3,80.9,84.7,85.4,85.4,80.1,83.8,0.47,0.5,0
H0013,2025-10-10,75,85.3,85.3,81.7,84.2,86.3,86.3,91.1,87.7,0.47,0.5,0
H0013,2025-10-11,83,86.8,86.8,83.0,85.6,95.5,95.5,100.0,96.8,0.47,0.5,0
H0013,2025-10-12,119,86.6,86.6,82.4,85.3,72.7,72.7,69.2,71.7,0.47,0.5,0
H0013,2025-10-13,139,116.7,116.7,111.4,115.1,84.0,84.0,80.1,82.8,0.47,0.5,0
H0013,2025-10-14,146,113.9,113.9,110.5,112.9,78.0,78.0,75.7,77.3,0.47,0.5,0
H0013,2025-10-15,153,116.0,116.0,114.6,115.6,75.8,75.8,74.9,75.6,0.47,0.5,0
H0013,2025-10-16,112,120.6,120.6,117.9,119.8,92.3,92.3,94.7,93.0,0.47,0.5,0
H0013,2025-10-17,142,125.4,125.4,123.1,124.7,88.3,88.3,86.7,87.8,0.47,0.5,0
H0013,2025-10-18,146,129.5,129.5,126.7,128.7,88.7,88.7,86.8,88.1,0.47,0.5,0
H0013,2025-10-19,174,132.0,132.0,126.8,130.5,75.9,75.9,72.9,75.0,0.47,0.5,0
H0013,2025-10-20,103,104.2,104.2,101.9,103.5,98.8,98.8,98.9,99.5,0.47,0.5,0
H0013,2025-10-21,90,100.2,100.2,98.2,99.6,88.6,88.6,90.9,89.3,0.47,0.5,0
H0013,2025-10-22,131,101.0,101.0,98.3,100.2,77.1,77.1,75.0,76.5,0.47,0.5,0
H0013,2025-10-23,107,96.4,96.4,92.6,95.3,90.1,90.1,86.6,89.0,0.47,0.5,0
H0013,2025-10-24,93,99.3,99.3,96.7,98.5,93.2,93.2,96.0,94.1,0.47,0.5,0
H0013,2025-10-25,123,99.8,99.8,99.0,99.6,81.1,81.1,80.5,80.9,0.47,0.5,0
H0013,2025-10-26,112,109.1,109.1,108.7,109.0,97.5,97.5,97.0,97.3,0.47,0.5,0
H0013,2025-10-27,108,138.6,138.6,136.4,138.0,71.6,71.6,73.7,72.3,0.47,0.5,0
H0013,2025-10-28,112,96.9,96.9,94.9,96.3,86.5,86.5,84.8,86.0,0.47,0.5,0
H0013,2025-10-29,89,94.0,94.0,91.7,93.3,94.4,94.4,97.0,95.2,0.47,0.5,0
H0013,2025-10-30,106,92.4,92.4,90.9,91.9,87.1,87.1,85.7,86.7,0.47,0.5,0
H0013,2025-10-31,90,111.9,111.9,109.0,111.0,75.6,75.6,78.9,76.6,0.47,0.5,0
H0013,2025-11-01,119,130.7,130.7,127.5,129.8,90.1,90.1,92.9,91.0,0.47,0.5,0
H0013,2025-11-02,143,124.0,124.0,118.7,122.4,86.7,86.7,83.0,85.6,0.47,0.5,0
H0013,2025-11-03,90,107.0,107.0,105.0,106.4,81.1,81.1,83.3,81.8,0.47,0.5,0
H0013,2025-11-04,86,100.1,100.1,98.0,99.5,83.6,83.6,86.0,84.3,0.47,0.5,0
H0013,2025-11-05,93,98.3,98.3,95.5,97.5,94.2,94.2,97.3,95.2,0.47,0.5,0
H0013,2025-11-06,85,103.3,103.3,98.9,102.0,78.5,78.5,83.7,80.0,0.47,0.5,0
H0013,2025-11-07,110,111.2,111.2,105.9,109.6,98.9,98.9,96.3,99.6,0.47,0.5,0
H0013,2025-11-08,107,110.3,110.3,106.6,109.2,96.9,96.9,99.6,98.0,0.47,0.5,0
H0013,2025-11-09,116,130.4,130.4,124.1,128.5,87.5,87.5,93.1,89.2,0.47,0.5,0
H0013,2025-11-10,166,139.8,139.8,135.7,138.5,84.2,84.2,81.8,83.5,0.47,0.5,0
H0013,2025-11-11,160,133.3,133.3,132.5,133.0,83.3,83.3,82.8,83.2,0.47,0.5,0
H0013,2025-11-12,149,128.1,128.1,127.7,128.0,86.0,86.0,85.7,85.9,0.47,0.5,0
H0013,2025-11-13,150,125.3,125.3,123.4,124.7,83.5,83.5,82.3,83.1,0.47,0.5,0
H0013,2025-11-14,150,127.8,127.8,126.1,127.3,85.2,85.2,84.1,84.9,0.47,0.5,0
H0013,2025-11-15,178,131.9,131.9,131.3,131.7,74.1,74.1,73.8,74.0,0.47,0.5,0
H0013,2025-11-16,214,132.9,132.9,131.8,132.6,62.1,62.1,61.6,62.0,0.47,0.5,0
H0013,2025-11-17,104,110.2,110.2,109.7,110.1,94.0,94.0,94.5,94.2,0.47,0.5,0
H0013,2025-11-18,103,105.2,105.2,100.6,103.8,97.9,97.9,97.7,99.2,0.47,0.5,0
H0013,2025-11-19,73,106.9,106.9,103.2,105.8,53.5,53.5,58.6,55.1,0.47,0.5,0
H0013,2025-11-20,192,224.3,224.3,214.7,221.4,83.2,83.2,88.2,84.7,0.47,0.5,0
H0013,2025-11-21,152,214.4,214.4,203.1,211.0,58.9,58.9,66.4,61.2,0.47,0.5,0
H0013,2025-11-22,146,207.7,207.7,205.4,207.0,57.7,57.7,59.3,58.2,0.47,0.5,1
H0013,2025-11-23,150,156.1,156.1,155.2,155.8,96.0,96.0,96.5,96.1,0.47,0.5,1
H0013,2025-11-24,136,116.3,116.3,114.7,115.8,85.5,85.5,84.3,85.1,0.47,0.5,1
H0013,2025-11-25,141,120.5,120.5,117.6,119.6,85.4,85.4,83.4,84.8,0.47,0.5,1
H0013,2025-11-26,128,125.4,125.4,120.4,123.9,98.0,98.0,94.1,96.8,0.47,0.5,1
H0013,2025-11-27,144,189.3,189.3,188.8,189.1,68.6,68.6,68.9,68.7,0.47,0.5,1
H0013,2025-11-28,338,316.5,316.5,312.7,315.3,93.6,93.6,92.5,93.3,0.47,0.5,2
H0013,2025-11-29,143,213.3,213.3,214.2,213.6,50.8,50.8,50.2,50.6,0.47,0.5,1
H0015,2025-10-01,56,60.1,57.3,56.3,56.8,92.8,97.6,99.4,98.5,1.29,0.4,0
H0015,2025-10-02,64,60.8,57.8,56.6,57.2,95.0,90.3,88.4,89.4,1.29,0.4,0
H0015,2025-10-03,73,64.3,60.7,62.9,61.8,88.1,83.1,86.2,84.7,1.29,0.4,0
H0015,2025-10-04,62,65.2,61.6,63.2,62.4,94.8,99.3,98.1,99.4,1.29,0.4,0
H0015,2025-10-05,53,66.3,62.5,64.3,63.4,74.9,82.1,78.6,80.4,1.29,0.4,0
H0015,2025-10-06,46,72.5,67.6,71.5,69.5,42.4,53.1,44.6,48.9,1.29,0.4,0
H0015,2025-10-07,447,83.1,76.8,76.1,76.4,18.6,17.2,17.0,17.1,1.29,0.4,0
H0015,2025-10-08,515,86.0,79.0,81.6,80.3,16.7,15.3,15.8,15.6,1.29,0.4,0
H0015,2025-10-09,71,81.2,75.3,78.8,77.0,85.7,94.0,89.0,91.5,1.29,0.4,0
H0015,2025-10-10,71,79.8,74.0,77.2,75.6,87.6,95.8,91.2,93.5,1.29,0.4,0
H0015,2025-10-11,74,71.4,66.6,71.3,68.9,96.5,90.0,96.3,93.2,1.29,0.4,0
H0015,2025-10-12,76,70.8,66.0,68.1,67.1,93.2,86.8,89.7,88.2,1.29,0.4,0
H0015,2025-10-13,58,69.4,64.5,65.2,64.9,80.3,88.8,87.6,88.2,1.29,0.4,0
H0015,2025-10-14,64,63.2,59.0,58.2,58.6,98.7,92.1,90.9,91.5,1.29,0.4,0
H0015,2025-10-15,82,64.1,59.6,61.1,60.3,78.2,72.7,74.5,73.6,1.29,0.4,0
H0015,2025-10-16,80,61.8,57.7,59.4,58.6,77.3,72.1,74.3,73.2,1.29,0.4,0
H0015,2025-10-17,89,63.5,58.5,62.0,60.3,71.3,65.8,69.7,67.7,1.29,0.4,0
H0015,2025-10-18,60,61.5,57.1,60.5,58.8,97.5,95.1,99.1,98.0,1.29,0.4,0
H0015,2025-10-19,72,61.1,56.4,59.7,58.1,84.8,78.3,82.9,80.6,1.29,0.4,0
H0015,2025-10-20,52,60.1,55.7,54.7,55.2,84.4,92.9,94.7,93.8,1.29,0.4,0
H0015,2025-10-21,66,61.4,56.5,57.1,56.8,93.0,85.6,86.5,86.1,1.29,0.4,0
H0015,2025-10-22,68,66.4,60.3,63.8,62.0,97.7,88.6,93.8,91.2,1.29,0.4,0
H0015,2025-10-23,55,75.0,67.9,75.0,71.5,63.6,76.5,63.6,70.1,1.29,0.4,0
H0015,2025-10-24,68,76.3,68.4,78.1,73.3,87.7,99.4,85.2,92.3,1.29,0.4,0
H0015,2025-10-25,73,61.8,55.8,59.7,57.7,84.6,76.4,81.7,79.1,1.29,0.4,0
H0015,2025-10-26,78,58.2,53.1,56.4,54.7,74.6,68.1,72.3,70.2,1.29,0.4,0
H0015,2025-10-27,49,55.4,50.3,53.1,51.7,87.0,97.3,91.6,94.5,1.29,0.4,0
H0015,2025-10-28,48,51.4,46.9,46.4,46.7,92.9,97.8,96.6,97.2,1.29,0.4,0
H0015,2025-10-29,52,51.3,46.8,46.8,46.8,98.7,90.0,90.0,90.0,1.29,0.4,0
H0015,2025-10-30,46,52.2,47.4,48.2,47.8,86.6,96.9,95.3,96.1,1.29,0.4,0
H0015,2025-10-31,57,53.8,49.0,50.8,49.9,94.3,85.9,89.0,87.5,1.29,0.4,0
H0015,2025-11-01,92,57.7,51.9,58.9,55.4,62.7,56.4,64.0,60.2,1.29,0.4,0
H0015,2025-11-02,71,62.3,56.5,60.4,58.5,87.7,79.6,85.1,82.4,1.29,0.4,0
H0015,2025-11-03,36,55.7,50.7,57.6,54.2,45.4,59.1,40.1,49.6,1.29,0.4,0
H0015,2025-11-04,60,62.7,56.8,61.1,58.9,95.5,94.7,98.2,98.2,1.29,0.4,0
H0015,2025-11-05,59,57.4,53.0,58.7,55.9,97.3,89.8,99.5,94.7,1.29,0.4,0
H0015,2025-11-06,57,69.1,63.2,66.6,64.9,78.7,89.1,83.1,86.1,1.29,0.4,0
H0015,2025-11-07,63,67.6,61.9,66.7,64.3,92.7,98.3,94.1,97.9,1.29,0.4,0
H0015,2025-11-08,90,79.7,72.5,78.2,75.4,88.5,80.6,86.9,83.7,1.29,0.4,0
H0015,2025-11-09,82,89.5,80.9,82.4,81.6,90.8,98.6,99.6,99.5,1.29,0.4,0
H0015,2025-11-10,75,87.4,78.8,76.0,77.4,83.4,95.0,98.7,96.8,1.29,0.4,0
H0015,2025-11-11,55,65.7,60.1,60.1,60.1,80.6,90.8,90.8,90.8,1.29,0.4,0
H0015,2025-11-12,53,62.4,57.2,58.1,57.7,82.3,92.1,90.4,91.2,1.29,0.4,0
H0015,2025-11-13,73,72.4,66.3,65.0,65.7,99.2,90.8,89.1,89.9,1.29,0.4,0
H0015,2025-11-14,95,79.7,72.1,71.7,71.9,83.9,75.9,75.5,75.7,1.29,0.4,0
H0015,2025-11-15,91,88.7,79.4,81.2,80.3,97.5,87.3,89.2,88.2,1.29,0.4,0
H0015,2025-11-16,99,107.2,94.1,95.2,94.6,91.8,95.0,96.1,95.6,1.29,0.4,0
H0015,2025-11-17,52,95.4,84.5,84.1,84.3,16.5,37.6,38.2,37.9,1.29,0.4,0
H0015,2025-11-18,39,91.8,83.9,76.9,80.4,0.0,0.0,2.8,0.0,1.29,0.4,0
H0015,2025-11-19,55,127.4,113.4,95.6,104.5,0.0,0.0,26.1,10.0,1.29,0.4,0
H0015,2025-11-20,431,236.8,204.7,192.8,198.7,54.9,47.5,44.7,46.1,1.29,0.4,0
H0015,2025-11-21,305,191.5,166.3,185.9,176.1,62.8,54.5,61.0,57.8,1.29,0.4,0
H0015,2025-11-22,266,517.9,465.0,493.9,479.4,5.3,25.2,14.3,19.8,1.29,0.4,1
H0015,2025-11-23,354,387.3,341.0,376.9,358.9,90.6,96.3,93.5,98.6,1.29,0.4,1
H0015,2025-11-24,330,273.0,235.6,248.1,241.8,82.7,71.4,75.2,73.3,1.29,0.4,1
H0015,2025-11-25,257,324.0,283.4,309.4,296.4,73.9,89.7,79.6,84.7,1.29,0.4,1
H0015,2025-11-26,311,351.5,305.3,363.3,334.3,87.0,98.2,83.2,92.5,1.29,0.4,1
H0015,2025-11-27,417,600.1,537.1,580.8,558.9,56.1,71.2,60.7,66.0,1.29,0.4,1
H0015,2025-11-28,1147,1216.6,1151.9,1380.8,1266.3,93.9,99.6,79.6,89.6,1.29,0.4,2
H0015,2025-11-29,538,708.6,646.1,670.0,658.1,68.3,79.9,75.5,77.7,1.29,0.4,1
H0016,2025-10-01,1,2.8,2.8,1.9,2.3,0.0,0.0,14.9,0.0,4.17,0.5,0
H0016,2025-10-02,3,3.0,3.0,1.8,2.4,99.4,99.4,60.8,80.7,4.17,0.5,0
H0016,2025-10-03,3,3.5,3.5,2.8,3.1,84.9,84.9,93.8,95.6,4.17,0.5,0
H0016,2025-10-04,4,3.3,3.3,2.3,2.8,83.2,83.2,58.7,71.0,4.17,0.5,0
H0016,2025-10-05,7,3.8,3.8,3.1,3.5,54.7,54.7,44.6,49.6,4.17,0.5,0
H0016,2025-10-06,5,3.0,3.0,2.5,2.8,60.2,60.2,49.8,55.0,4.17,0.5,0
H0016,2025-10-07,2,3.5,3.5,2.8,3.1,26.5,26.5,62.4,44.4,4.17,0.5,0
H0016,2025-10-08,5,3.3,3.3,2.3,2.8,65.2,65.2,46.3,55.7,4.17,0.5,0
H0016,2025-10-09,5,3.3,3.3,2.3,2.8,66.7,66.7,45.5,56.1,4.17,0.5,0
H0016,2025-10-10,0,3.0,3.0,2.1,2.6,0.0,0.0,0.0,0.0,4.17,0.5,0
H0016,2025-10-11,0,3.0,3.0,2.2,2.6,0.0,0.0,0.0,0.0,4.17,0.5,0
H0016,2025-10-12,0,2.8,2.8,2.3,2.6,0.0,0.0,0.0,0.0,4.17,0.5,0
H0016,2025-10-13,0,2.8,2.8,2.2,2.5,0.0,0.0,0.0,0.0,4.17,0.5,0
H0016,2025-10-14,4,3.2,3.2,4.7,3.9,78.8,78.8,83.1,97.9,4.17,0.5,0
H0016,2025-10-15,5,2.9,2.9,2.4,2.6,57.9,57.9,47.2,52.6,4.17,0.5,0
H0016,2025-10-16,5,3.0,3.0,2.5,2.7,59.4,59.4,49.5,54.5,4.17,0.5,0
H0016,2025-10-17,7,3.1,3.1,2.5,2.8,44.3,44.3,35.4,39.9,4.17,0.5,0
H0016,2025-10-18,3,3.2,3.2,2.5,2.9,92.8,92.8,84.7,95.9,4.17,0.5,0
H0016,2025-10-19,0,3.4,3.4,2.4,2.9,0.0,0.0,0.0,0.0,4.17,0.5,0
H0016,2025-10-20,4,3.5,3.5,2.4,2.9,86.3,86.3,59.3,72.8,4.17,0.5,0
H0016,2025-10-21,4,3.7,3.7,2.6,3.2,91.5,91.5,66.1,78.8,4.17,0.5,0
H0016,2025-10-22,7,2.9,2.9,2.6,2.8,41.4,41.4,37.3,39.3,4.17,0.5,0
H0016,2025-10-23,5,3.2,3.2,2.4,2.8,63.8,63.8,48.9,56.3,4.17,0.5,0
H0016,2025-10-24,3,3.1,3.1,2.5,2.8,96.3,96.3,82.0,92.8,4.17,0.5,0
